"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Time (s) Run #11","Position (m) Run #11","Velocity (m/s) Run #11","Acceleration (m/s²) Run #11","Time (s) Run #12","Position (m) Run #12","Velocity (m/s) Run #12","Acceleration (m/s²) Run #12","Time (s) Run #13","Position (m) Run #13","Velocity (m/s) Run #13","Acceleration (m/s²) Run #13","Time (s) Run #14","Position (m) Run #14","Velocity (m/s) Run #14","Acceleration (m/s²) Run #14","Time (s) Run #15","Position (m) Run #15","Velocity (m/s) Run #15","Acceleration (m/s²) Run #15","Time (s) Run #16","Position (m) Run #16","Velocity (m/s) Run #16","Acceleration (m/s²) Run #16","Time (s) Run #17","Position (m) Run #17","Velocity (m/s) Run #17","Acceleration (m/s²) Run #17","Time (s) Run #18","Position (m) Run #18","Velocity (m/s) Run #18","Acceleration (m/s²) Run #18","Time (s) Run #19","Position (m) Run #19","Velocity (m/s) Run #19","Acceleration (m/s²) Run #19","Time (s) Run #20","Position (m) Run #20","Velocity (m/s) Run #20","Acceleration (m/s²) Run #20"
1.400,0.33,0.16,-0.71,1.400,0.29,0.31,0.15,1.400,0.27,-0.21,0.54,1.400,0.37,-0.03,-1.34,1.400,0.30,0.31,-0.06,1.400,0.29,-0.23,0.24,1.400,0.33,-0.25,-0.62,1.400,0.35,-0.12,-1.12,1.400,0.24,0.09,1.12,1.400,0.33,0.22,-0.74,1.400,0.34,0.12,-0.86,1.400,0.24,0.13,1.13,1.400,0.35,-0.14,-0.99,1.400,0.36,-0.16,-1.19,1.400,0.24,-0.13,1.17,1.400,0.28,-0.25,0.26,1.400,0.37,5.90E-6,-1.35,1.400,0.26,-0.18,0.79,1.400,0.35,0.16,-1.03,1.400,0.36,-0.05,-1.29
1.440,0.34,0.13,-0.82,1.440,0.30,0.31,-0.10,1.440,0.26,-0.18,0.70,1.440,0.36,-0.08,-1.30,1.440,0.31,0.30,-0.31,1.440,0.28,-0.22,0.42,1.440,0.32,-0.27,-0.41,1.440,0.35,-0.16,-1.00,1.440,0.24,0.13,1.03,1.440,0.34,0.19,-0.89,1.440,0.35,0.09,-0.94,1.440,0.25,0.18,1.00,1.440,0.34,-0.18,-0.85,1.440,0.35,-0.20,-1.05,1.440,0.23,-0.08,1.24,1.440,0.27,-0.23,0.45,1.440,0.37,-0.05,-1.32,1.440,0.25,-0.15,0.91,1.440,0.36,0.12,-1.14,1.440,0.36,-0.10,-1.22
1.480,0.34,0.09,-0.90,1.480,0.31,0.30,-0.34,1.480,0.26,-0.15,0.83,1.480,0.36,-0.14,-1.21,1.480,0.32,0.28,-0.54,1.480,0.27,-0.20,0.59,1.480,0.31,-0.28,-0.20,1.480,0.34,-0.20,-0.85,1.480,0.25,0.17,0.91,1.480,0.35,0.15,-1.02,1.480,0.35,0.05,-0.99,1.480,0.25,0.22,0.84,1.480,0.33,-0.21,-0.69,1.480,0.34,-0.24,-0.88,1.480,0.23,-0.03,1.27,1.480,0.27,-0.21,0.63,1.480,0.36,-0.11,-1.26,1.480,0.25,-0.11,1.01,1.480,0.36,0.07,-1.21,1.480,0.36,-0.15,-1.12
1.520,0.35,0.05,-0.96,1.520,0.33,0.29,-0.57,1.520,0.25,-0.12,0.93,1.520,0.35,-0.18,-1.09,1.520,0.33,0.26,-0.74,1.520,0.26,-0.17,0.74,1.520,0.30,-0.29,0.03,1.520,0.33,-0.23,-0.68,1.520,0.26,0.20,0.75,1.520,0.35,0.10,-1.11,1.520,0.35,0.01,-1.01,1.520,0.26,0.25,0.65,1.520,0.32,-0.24,-0.52,1.520,0.33,-0.27,-0.68,1.520,0.23,0.02,1.27,1.520,0.26,-0.18,0.78,1.520,0.36,-0.16,-1.15,1.520,0.24,-0.07,1.08,1.520,0.36,0.02,-1.24,1.520,0.35,-0.19,-0.98
1.560,0.35,0.02,-0.99,1.560,0.34,0.26,-0.78,1.560,0.25,-0.08,1.00,1.560,0.35,-0.22,-0.93,1.560,0.34,0.22,-0.93,1.560,0.25,-0.14,0.86,1.560,0.29,-0.28,0.26,1.560,0.32,-0.25,-0.48,1.560,0.27,0.23,0.58,1.560,0.36,0.06,-1.17,1.560,0.35,-0.03,-1.00,1.560,0.27,0.27,0.45,1.560,0.31,-0.25,-0.33,1.560,0.32,-0.30,-0.45,1.560,0.23,0.07,1.23,1.560,0.25,-0.15,0.92,1.560,0.35,-0.20,-1.01,1.560,0.24,-0.02,1.12,1.560,0.36,-0.03,-1.23,1.560,0.34,-0.23,-0.81
1.600,0.35,-0.02,-0.99,1.600,0.35,0.22,-0.97,1.600,0.24,-0.03,1.04,1.600,0.34,-0.26,-0.73,1.600,0.35,0.18,-1.09,1.600,0.25,-0.10,0.96,1.600,0.27,-0.27,0.48,1.600,0.31,-0.27,-0.27,1.600,0.28,0.25,0.39,1.600,0.36,0.01,-1.20,1.600,0.35,-0.07,-0.96,1.600,0.28,0.28,0.23,1.600,0.30,-0.26,-0.12,1.600,0.31,-0.31,-0.21,1.600,0.24,0.12,1.16,1.600,0.25,-0.11,1.03,1.600,0.34,-0.24,-0.83,1.600,0.24,0.02,1.12,1.600,0.36,-0.08,-1.18,1.600,0.33,-0.26,-0.62
1.640,0.35,-0.07,-0.96,1.640,0.35,0.18,-1.13,1.640,0.24,0.01,1.05,1.640,0.32,-0.28,-0.51,1.640,0.36,0.14,-1.21,1.640,0.25,-0.06,1.02,1.640,0.26,-0.24,0.68,1.640,0.30,-0.28,-0.06,1.640,0.29,0.26,0.18,1.640,0.36,-0.04,-1.18,1.640,0.34,-0.11,-0.88,1.640,0.30,0.29,0.00,1.640,0.29,-0.26,0.09,1.640,0.30,-0.31,0.03,1.640,0.24,0.17,1.04,1.640,0.24,-0.07,1.10,1.640,0.33,-0.27,-0.62,1.640,0.24,0.07,1.08,1.640,0.35,-0.13,-1.09,1.640,0.32,-0.28,-0.40
1.680,0.34,-0.10,-0.89,1.680,0.36,0.13,-1.25,1.680,0.24,0.05,1.03,1.680,0.31,-0.30,-0.27,1.680,0.36,0.09,-1.29,1.680,0.24,-0.02,1.05,1.680,0.25,-0.21,0.85,1.680,0.29,-0.27,0.15,1.680,0.30,0.26,-0.03,1.680,0.36,-0.09,-1.12,1.680,0.34,-0.14,-0.77,1.680,0.31,0.28,-0.22,1.680,0.28,-0.25,0.30,1.680,0.28,-0.31,0.28,1.680,0.25,0.20,0.89,1.680,0.24,-0.02,1.13,1.680,0.32,-0.29,-0.40,1.680,0.25,0.11,1.00,1.680,0.35,-0.17,-0.97,1.680,0.31,-0.29,-0.18
1.720,0.34,-0.14,-0.78,1.720,0.36,0.08,-1.32,1.720,0.25,0.09,0.97,1.720,0.30,-0.30,-0.03,1.720,0.37,0.03,-1.34,1.720,0.24,0.02,1.04,1.720,0.25,-0.17,1.00,1.720,0.28,-0.26,0.36,1.720,0.31,0.26,-0.24,1.720,0.35,-0.13,-1.03,1.720,0.33,-0.17,-0.65,1.720,0.32,0.27,-0.43,1.720,0.27,-0.24,0.48,1.720,0.27,-0.29,0.52,1.720,0.26,0.24,0.70,1.720,0.24,0.03,1.12,1.720,0.31,-0.30,-0.17,1.720,0.25,0.15,0.89,1.720,0.34,-0.20,-0.83,1.720,0.30,-0.29,0.06
1.760,0.33,-0.17,-0.65,1.760,0.37,0.02,-1.36,1.760,0.25,0.13,0.86,1.760,0.29,-0.30,0.20,1.760,0.37,-0.02,-1.35,1.760,0.25,0.06,1.01,1.760,0.24,-0.13,1.12,1.760,0.27,-0.25,0.56,1.760,0.32,0.24,-0.44,1.760,0.34,-0.17,-0.91,1.760,0.32,-0.20,-0.50,1.760,0.33,0.25,-0.64,1.760,0.26,-0.22,0.66,1.760,0.26,-0.26,0.73,1.760,0.27,0.26,0.49,1.760,0.24,0.07,1.08,1.760,0.30,-0.30,0.07,1.760,0.26,0.18,0.75,1.760,0.33,-0.23,-0.65,1.760,0.28,-0.29,0.29
1.800,0.32,-0.19,-0.50,1.800,0.37,-0.03,-1.35,1.800,0.26,0.16,0.75,1.800,0.28,-0.29,0.43,1.800,0.36,-0.08,-1.30,1.800,0.25,0.10,0.94,1.800,0.24,-0.08,1.20,1.800,0.26,-0.22,0.75,1.800,0.33,0.22,-0.61,1.800,0.34,-0.20,-0.77,1.800,0.31,-0.21,-0.33,1.800,0.34,0.22,-0.82,1.800,0.26,-0.19,0.82,1.800,0.25,-0.23,0.93,1.800,0.28,0.28,0.27,1.800,0.25,0.11,1.00,1.800,0.28,-0.29,0.30,1.800,0.27,0.21,0.59,1.800,0.32,-0.26,-0.45,1.800,0.27,-0.27,0.52
1.840,0.32,-0.21,-0.35,1.840,0.36,-0.08,-1.30,1.840,0.27,0.19,0.61,1.840,0.26,-0.27,0.65,1.840,0.36,-0.13,-1.21,1.840,0.25,0.14,0.83,1.840,0.23,-0.03,1.25,1.840,0.25,-0.19,0.92,1.840,0.34,0.19,-0.77,1.840,0.33,-0.23,-0.60,1.840,0.31,-0.22,-0.15,1.840,0.35,0.18,-0.98,1.840,0.25,-0.15,0.96,1.840,0.24,-0.19,1.10,1.840,0.29,0.28,0.06,1.840,0.25,0.15,0.89,1.840,0.27,-0.28,0.53,1.840,0.27,0.23,0.42,1.840,0.31,-0.27,-0.25,1.840,0.26,-0.25,0.72
1.880,0.31,-0.22,-0.19,1.880,0.36,-0.14,-1.20,1.880,0.27,0.21,0.46,1.880,0.25,-0.24,0.84,1.880,0.35,-0.17,-1.08,1.880,0.26,0.17,0.70,1.880,0.23,0.02,1.25,1.880,0.24,-0.14,1.06,1.880,0.34,0.16,-0.91,1.880,0.32,-0.25,-0.40,1.880,0.30,-0.23,0.02,1.880,0.35,0.14,-1.10,1.880,0.24,-0.11,1.06,1.880,0.24,-0.14,1.24,1.880,0.30,0.28,-0.16,1.880,0.26,0.18,0.74,1.880,0.26,-0.25,0.74,1.880,0.28,0.24,0.23,1.880,0.30,-0.28,-0.04,1.880,0.25,-0.21,0.90
1.920,0.30,-0.22,-0.02,1.920,0.35,-0.18,-1.07,1.920,0.28,0.23,0.28,1.920,0.25,-0.20,1.02,1.920,0.35,-0.22,-0.93,1.920,0.27,0.20,0.55,1.920,0.24,0.07,1.21,1.920,0.24,-0.10,1.15,1.920,0.35,0.12,-1.03,1.920,0.31,-0.26,-0.18,1.920,0.29,-0.22,0.20,1.920,0.36,0.09,-1.18,1.920,0.24,-0.06,1.13,1.920,0.23,-0.09,1.33,1.920,0.32,0.27,-0.37,1.920,0.27,0.21,0.58,1.920,0.25,-0.22,0.92,1.920,0.29,0.25,0.04,1.920,0.29,-0.27,0.17,1.920,0.24,-0.17,1.06
1.960,0.29,-0.22,0.16,1.960,0.35,-0.22,-0.91,1.960,0.29,0.23,0.09,1.960,0.24,-0.15,1.17,1.960,0.34,-0.25,-0.74,1.960,0.28,0.22,0.39,1.960,0.24,0.12,1.13,1.960,0.24,-0.05,1.20,1.960,0.35,0.08,-1.11,1.960,0.30,-0.27,0.03,1.960,0.28,-0.21,0.37,1.960,0.36,0.04,-1.22,1.960,0.24,-0.02,1.15,1.960,0.23,-0.03,1.37,1.960,0.33,0.25,-0.58,1.960,0.27,0.23,0.42,1.960,0.24,-0.18,1.08,1.960,0.30,0.25,-0.16,1.960,0.28,-0.26,0.40,1.960,0.24,-0.13,1.18
2.000,0.28,-0.21,0.33,2.000,0.34,-0.26,-0.72,2.000,0.30,0.23,-0.10,2.000,0.23,-0.10,1.27,2.000,0.33,-0.28,-0.53,2.000,0.29,0.23,0.22,2.000,0.24,0.16,1.01,2.000,0.24,0.00,1.21,2.000,0.36,0.03,-1.14,2.000,0.29,-0.26,0.24,2.000,0.27,-0.19,0.54,2.000,0.36,-0.01,-1.23,2.000,0.24,0.03,1.14,2.000,0.23,0.02,1.36,2.000,0.34,0.22,-0.77,2.000,0.28,0.24,0.23,2.000,0.24,-0.13,1.20,2.000,0.31,0.24,-0.35,2.000,0.27,-0.24,0.61,2.000,0.23,-0.08,1.25
2.040,0.27,-0.19,0.49,2.040,0.32,-0.28,-0.51,2.040,0.31,0.23,-0.27,2.040,0.23,-0.05,1.31,2.040,0.31,-0.29,-0.30,2.040,0.29,0.23,0.03,2.040,0.25,0.20,0.86,2.040,0.24,0.05,1.18,2.040,0.36,-0.01,-1.14,2.040,0.28,-0.25,0.44,2.040,0.26,-0.17,0.68,2.040,0.36,-0.06,-1.21,2.040,0.24,0.07,1.08,2.040,0.23,0.08,1.31,2.040,0.34,0.19,-0.92,2.040,0.29,0.25,0.03,2.040,0.23,-0.08,1.28,2.040,0.32,0.22,-0.52,2.040,0.26,-0.21,0.80,2.040,0.23,-0.03,1.29
2.080,0.27,-0.17,0.63,2.080,0.31,-0.30,-0.29,2.080,0.32,0.21,-0.44,2.080,0.23,0.00,1.32,2.080,0.30,-0.30,-0.06,2.080,0.30,0.23,-0.16,2.080,0.26,0.23,0.69,2.080,0.24,0.09,1.12,2.080,0.35,-0.06,-1.11,2.080,0.27,-0.23,0.62,2.080,0.26,-0.14,0.80,2.080,0.36,-0.11,-1.16,2.080,0.24,0.12,1.00,2.080,0.23,0.13,1.23,2.080,0.35,0.15,-1.05,2.080,0.30,0.25,-0.17,2.080,0.23,-0.03,1.32,2.080,0.33,0.19,-0.68,2.080,0.25,-0.18,0.95,2.080,0.23,0.03,1.28
2.120,0.26,-0.14,0.75,2.120,0.30,-0.30,-0.05,2.120,0.33,0.19,-0.60,2.120,0.23,0.06,1.30,2.120,0.29,-0.30,0.17,2.120,0.31,0.22,-0.34,2.120,0.27,0.25,0.50,2.120,0.24,0.14,1.03,2.120,0.35,-0.11,-1.04,2.120,0.26,-0.20,0.78,2.120,0.25,-0.10,0.89,2.120,0.35,-0.15,-1.05,2.120,0.25,0.16,0.89,2.120,0.24,0.17,1.11,2.120,0.36,0.10,-1.14,2.120,0.31,0.23,-0.36,2.120,0.23,0.03,1.31,2.120,0.34,0.16,-0.82,2.120,0.24,-0.14,1.07,2.120,0.23,0.08,1.24
2.160,0.25,-0.11,0.86,2.160,0.29,-0.30,0.20,2.160,0.33,0.16,-0.75,2.160,0.23,0.11,1.24,2.160,0.28,-0.29,0.41,2.160,0.32,0.20,-0.51,2.160,0.28,0.27,0.28,2.160,0.25,0.18,0.91,2.160,0.35,-0.15,-0.93,2.160,0.25,-0.16,0.93,2.160,0.25,-0.06,0.95,2.160,0.34,-0.19,-0.90,2.160,0.26,0.19,0.75,2.160,0.25,0.22,0.95,2.160,0.36,0.06,-1.21,2.160,0.32,0.22,-0.54,2.160,0.23,0.08,1.26,2.160,0.34,0.13,-0.93,2.160,0.24,-0.09,1.15,2.160,0.24,0.13,1.15
2.200,0.25,-0.07,0.93,2.200,0.28,-0.29,0.44,2.200,0.34,0.13,-0.85,2.200,0.24,0.16,1.13,2.200,0.27,-0.26,0.63,2.200,0.33,0.18,-0.65,2.200,0.29,0.28,0.06,2.200,0.26,0.21,0.75,2.200,0.34,-0.18,-0.79,2.200,0.24,-0.12,1.05,2.200,0.25,-0.03,0.98,2.200,0.34,-0.22,-0.73,2.200,0.27,0.22,0.59,2.200,0.26,0.25,0.75,2.200,0.36,0.01,-1.23,2.200,0.33,0.19,-0.70,2.200,0.24,0.13,1.16,2.200,0.35,0.09,-1.01,2.200,0.24,-0.04,1.21,2.200,0.24,0.17,1.03
2.240,0.25,-0.03,0.96,2.240,0.26,-0.27,0.66,2.240,0.34,0.09,-0.93,2.240,0.25,0.20,0.97,2.240,0.26,-0.23,0.83,2.240,0.34,0.15,-0.77,2.240,0.30,0.27,-0.15,2.240,0.27,0.24,0.56,2.240,0.33,-0.21,-0.64,2.240,0.24,-0.08,1.13,2.240,0.25,0.01,0.97,2.240,0.33,-0.25,-0.54,2.240,0.27,0.24,0.41,2.240,0.27,0.28,0.53,2.240,0.36,-0.04,-1.20,2.240,0.34,0.16,-0.84,2.240,0.24,0.17,1.03,2.240,0.35,0.05,-1.06,2.240,0.24,0.01,1.22,2.240,0.25,0.21,0.86
2.280,0.25,0.01,0.97,2.280,0.25,-0.23,0.85,2.280,0.35,0.05,-0.99,2.280,0.26,0.23,0.79,2.280,0.25,-0.20,0.99,2.280,0.34,0.12,-0.88,2.280,0.31,0.26,-0.36,2.280,0.28,0.26,0.36,2.280,0.32,-0.23,-0.48,2.280,0.24,-0.03,1.16,2.280,0.25,0.05,0.95,2.280,0.32,-0.27,-0.33,2.280,0.28,0.25,0.22,2.280,0.28,0.29,0.30,2.280,0.36,-0.09,-1.14,2.280,0.34,0.12,-0.94,2.280,0.25,0.21,0.88,2.280,0.35,0.00,-1.08,2.280,0.24,0.06,1.20,2.280,0.26,0.24,0.67
2.320,0.25,0.05,0.94,2.320,0.25,-0.20,1.01,2.320,0.35,0.01,-1.02,2.320,0.27,0.26,0.59,2.320,0.24,-0.15,1.13,2.320,0.35,0.08,-0.95,2.320,0.32,0.25,-0.56,2.320,0.29,0.27,0.15,2.320,0.31,-0.25,-0.29,2.320,0.24,0.02,1.17,2.320,0.25,0.09,0.90,2.320,0.30,-0.28,-0.12,2.320,0.29,0.26,0.01,2.320,0.29,0.30,0.06,2.320,0.35,-0.14,-1.06,2.320,0.35,0.08,-1.01,2.320,0.26,0.24,0.70,2.320,0.35,-0.04,-1.07,2.320,0.24,0.10,1.12,2.320,0.27,0.26,0.47
2.360,0.25,0.08,0.89,2.360,0.24,-0.15,1.16,2.360,0.35,-0.03,-1.02,2.360,0.28,0.28,0.37,2.360,0.24,-0.11,1.23,2.360,0.35,0.04,-1.00,2.360,0.33,0.22,-0.74,2.360,0.30,0.27,-0.06,2.360,0.30,-0.26,-0.09,2.360,0.24,0.06,1.13,2.360,0.26,0.13,0.80,2.360,0.29,-0.28,0.10,2.360,0.31,0.25,-0.19,2.360,0.30,0.30,-0.17,2.360,0.35,-0.18,-0.94,2.360,0.35,0.04,-1.06,2.360,0.27,0.27,0.50,2.360,0.35,-0.09,-1.01,2.360,0.24,0.15,1.01,2.360,0.28,0.28,0.26
2.400,0.26,0.12,0.81,2.400,0.23,-0.10,1.26,2.400,0.35,-0.07,-0.97,2.400,0.29,0.29,0.13,2.400,0.23,-0.05,1.29,2.400,0.35,0.00,-1.01,2.400,0.34,0.19,-0.91,2.400,0.31,0.26,-0.27,2.400,0.29,-0.26,0.12,2.400,0.24,0.11,1.06,2.400,0.26,0.16,0.68,2.400,0.28,-0.27,0.31,2.400,0.32,0.24,-0.38,2.400,0.32,0.29,-0.39,2.400,0.34,-0.21,-0.78,2.400,0.35,0.00,-1.08,2.400,0.28,0.28,0.27,2.400,0.35,-0.12,-0.92,2.400,0.25,0.18,0.87,2.400,0.29,0.29,0.04
2.440,0.26,0.15,0.71,2.440,0.23,-0.05,1.31,2.440,0.34,-0.11,-0.89,2.440,0.30,0.29,-0.09,2.440,0.23,0.00,1.31,2.440,0.35,-0.04,-0.99,2.440,0.35,0.15,-1.04,2.440,0.32,0.25,-0.47,2.440,0.28,-0.25,0.32,2.440,0.25,0.15,0.95,2.440,0.27,0.18,0.54,2.440,0.27,-0.25,0.51,2.440,0.32,0.22,-0.56,2.440,0.33,0.27,-0.60,2.440,0.33,-0.24,-0.59,2.440,0.35,-0.04,-1.06,2.440,0.29,0.29,0.04,2.440,0.34,-0.16,-0.80,2.440,0.26,0.22,0.70,2.440,0.31,0.28,-0.18
2.480,0.27,0.17,0.58,2.480,0.23,0.00,1.32,2.480,0.34,-0.14,-0.79,2.480,0.31,0.28,-0.31,2.480,0.23,0.05,1.28,2.480,0.35,-0.08,-0.94,2.480,0.35,0.10,-1.12,2.480,0.33,0.22,-0.65,2.480,0.27,-0.23,0.51,2.480,0.25,0.18,0.81,2.480,0.28,0.20,0.38,2.480,0.26,-0.23,0.70,2.480,0.33,0.19,-0.72,2.480,0.34,0.24,-0.80,2.480,0.32,-0.26,-0.39,2.480,0.35,-0.09,-1.00,2.480,0.31,0.29,-0.19,2.480,0.33,-0.19,-0.67,2.480,0.27,0.24,0.53,2.480,0.32,0.27,-0.41
2.520,0.27,0.19,0.42,2.520,0.23,0.06,1.29,2.520,0.33,-0.17,-0.67,2.520,0.32,0.27,-0.52,2.520,0.23,0.10,1.22,2.520,0.34,-0.12,-0.86,2.520,0.36,0.05,-1.18,2.520,0.34,0.19,-0.81,2.520,0.26,-0.20,0.68,2.520,0.26,0.21,0.65,2.520,0.28,0.21,0.22,2.520,0.25,-0.20,0.87,2.520,0.34,0.16,-0.85,2.520,0.35,0.20,-0.98,2.520,0.31,-0.27,-0.19,2.520,0.34,-0.13,-0.91,2.520,0.32,0.28,-0.40,2.520,0.32,-0.21,-0.52,2.520,0.28,0.26,0.33,2.520,0.33,0.25,-0.62
2.560,0.28,0.21,0.25,2.560,0.23,0.11,1.23,2.560,0.32,-0.20,-0.53,2.560,0.33,0.24,-0.73,2.560,0.24,0.15,1.12,2.560,0.34,-0.15,-0.76,2.560,0.36,0.01,-1.20,2.560,0.35,0.16,-0.95,2.560,0.26,-0.17,0.83,2.560,0.27,0.24,0.47,2.560,0.29,0.22,0.06,2.560,0.25,-0.16,1.01,2.560,0.35,0.12,-0.96,2.560,0.35,0.16,-1.12,2.560,0.30,-0.27,0.03,2.560,0.34,-0.16,-0.79,2.560,0.33,0.25,-0.61,2.560,0.31,-0.23,-0.33,2.560,0.29,0.27,0.12,2.560,0.34,0.22,-0.79
2.600,0.29,0.21,0.09,2.600,0.24,0.16,1.12,2.600,0.32,-0.21,-0.36,2.600,0.34,0.21,-0.91,2.600,0.25,0.19,0.98,2.600,0.33,-0.18,-0.63,2.600,0.36,-0.04,-1.18,2.600,0.35,0.12,-1.05,2.600,0.25,-0.14,0.95,2.600,0.28,0.25,0.28,2.600,0.30,0.22,-0.11,2.600,0.24,-0.11,1.12,2.600,0.35,0.08,-1.03,2.600,0.36,0.11,-1.22,2.600,0.29,-0.27,0.24,2.600,0.33,-0.19,-0.65,2.600,0.34,0.23,-0.80,2.600,0.31,-0.24,-0.14,2.600,0.30,0.27,-0.10,2.600,0.35,0.19,-0.94
2.640,0.30,0.22,-0.08,2.640,0.25,0.20,0.96,2.640,0.31,-0.23,-0.18,2.640,0.35,0.17,-1.05,2.640,0.26,0.23,0.79,2.640,0.32,-0.20,-0.47,2.640,0.36,-0.09,-1.13,2.640,0.35,0.07,-1.13,2.640,0.24,-0.10,1.04,2.640,0.29,0.26,0.07,2.640,0.31,0.21,-0.28,2.640,0.24,-0.07,1.19,2.640,0.35,0.04,-1.08,2.640,0.36,0.06,-1.28,2.640,0.27,-0.26,0.45,2.640,0.32,-0.21,-0.49,2.640,0.35,0.19,-0.97,2.640,0.30,-0.24,0.05,2.640,0.31,0.26,-0.31,2.640,0.35,0.14,-1.07
2.680,0.31,0.21,-0.24,2.680,0.26,0.23,0.78,2.680,0.30,-0.23,-5.94E-4,2.680,0.36,0.12,-1.16,2.680,0.27,0.26,0.59,2.680,0.31,-0.22,-0.30,2.680,0.35,-0.13,-1.04,2.680,0.36,0.03,-1.17,2.680,0.24,-0.05,1.10,2.680,0.30,0.26,-0.14,2.680,0.32,0.19,-0.44,2.680,0.24,-0.02,1.21,2.680,0.35,0.00,-1.09,2.680,0.36,0.01,-1.30,2.680,0.27,-0.23,0.64,2.680,0.31,-0.23,-0.32,2.680,0.35,0.15,-1.10,2.680,0.29,-0.24,0.24,2.680,0.32,0.24,-0.51,2.680,0.36,0.10,-1.17
2.720,0.32,0.20,-0.40,2.720,0.27,0.26,0.59,2.720,0.29,-0.22,0.17,2.720,0.36,0.08,-1.23,2.720,0.28,0.28,0.38,2.720,0.30,-0.23,-0.12,2.720,0.34,-0.17,-0.92,2.720,0.36,-0.02,-1.17,2.720,0.24,-0.01,1.13,2.720,0.31,0.25,-0.33,2.720,0.33,0.17,-0.59,2.720,0.24,0.03,1.20,2.720,0.35,-0.05,-1.07,2.720,0.36,-0.04,-1.28,2.720,0.26,-0.20,0.82,2.720,0.30,-0.24,-0.14,2.720,0.36,0.10,-1.19,2.720,0.28,-0.22,0.42,2.720,0.33,0.22,-0.69,2.720,0.36,0.05,-1.22
2.760,0.32,0.18,-0.55,2.760,0.28,0.28,0.37,2.760,0.28,-0.21,0.34,2.760,0.36,0.02,-1.27,2.760,0.29,0.29,0.16,2.760,0.30,-0.23,0.06,2.760,0.34,-0.21,-0.77,2.760,0.36,-0.07,-1.13,2.760,0.24,0.04,1.11,2.760,0.32,0.23,-0.51,2.760,0.33,0.15,-0.70,2.760,0.24,0.08,1.15,2.760,0.35,-0.09,-1.02,2.760,0.36,-0.10,-1.22,2.760,0.25,-0.17,0.97,2.760,0.30,-0.24,0.06,2.760,0.36,0.05,-1.24,2.760,0.27,-0.20,0.59,2.760,0.34,0.19,-0.85,2.760,0.36,-1.66E-4,-1.22
2.800,0.33,0.15,-0.68,2.800,0.29,0.29,0.14,2.800,0.27,-0.20,0.51,2.800,0.36,-0.03,-1.27,2.800,0.30,0.29,-0.06,2.800,0.29,-0.22,0.24,2.800,0.33,-0.24,-0.59,2.800,0.35,-0.11,-1.05,2.800,0.24,0.08,1.06,2.800,0.33,0.21,-0.69,2.800,0.34,0.12,-0.80,2.800,0.24,0.12,1.06,2.800,0.35,-0.13,-0.92,2.800,0.36,-0.14,-1.12,2.800,0.24,-0.12,1.08,2.800,0.29,-0.23,0.25,2.800,0.36,0.00,-1.26,2.800,0.26,-0.17,0.74,2.800,0.35,0.15,-0.97,2.800,0.36,-0.05,-1.20
2.840,0.34,0.12,-0.79,2.840,0.30,0.29,-0.09,2.840,0.26,-0.17,0.67,2.840,0.36,-0.08,-1.22,2.840,0.31,0.28,-0.29,2.840,0.28,-0.21,0.40,2.840,0.32,-0.26,-0.38,2.840,0.35,-0.15,-0.94,2.840,0.25,0.12,0.97,2.840,0.34,0.17,-0.84,2.840,0.34,0.08,-0.87,2.840,0.25,0.17,0.95,2.840,0.34,-0.16,-0.80,2.840,0.35,-0.19,-0.99,2.840,0.24,-0.08,1.16,2.840,0.28,-0.22,0.43,2.840,0.36,-0.05,-1.24,2.840,0.25,-0.14,0.86,2.840,0.35,0.11,-1.06,2.840,0.36,-0.10,-1.15
2.880,0.34,0.09,-0.86,2.880,0.31,0.28,-0.30,2.880,0.26,-0.14,0.80,2.880,0.36,-0.13,-1.13,2.880,0.32,0.27,-0.51,2.880,0.27,-0.19,0.56,2.880,0.31,-0.27,-0.17,2.880,0.34,-0.19,-0.80,2.880,0.25,0.16,0.85,2.880,0.35,0.14,-0.96,2.880,0.34,0.05,-0.92,2.880,0.26,0.20,0.80,2.880,0.33,-0.19,-0.66,2.880,0.34,-0.22,-0.83,2.880,0.24,-0.03,1.19,2.880,0.27,-0.20,0.59,2.880,0.36,-0.10,-1.18,2.880,0.25,-0.10,0.96,2.880,0.36,0.06,-1.13,2.880,0.35,-0.14,-1.06
